id,supermarket,name,price,reference_price,reference_unit
121119,carrefour-es,Mejillón fresco Calidad y Origen Carrefour 1 kg,2.9,2.9,kg
121120,carrefour-es,Mejillón fresco 2 kg,3.5,1.75,kg
121121,carrefour-es,Mejillón fresco cocido en su jugo 800 g,5.99,6.66,kg
121122,carrefour-es,Mejillón pasteurizado fresco cocido ecológico Carrefour Bio 800 g,4.5,5.62,kg
121123,carrefour-es,Berberecho fresco 500 g,3.9,7.8,kg
121124,carrefour-es,Bogavante pieza 500 g aprox,8.9,8.9,ud
121125,carrefour-es,Almeja reloj fresca 500 g,4.5,9.0,kg
121126,carrefour-es,Gamba cocida congelada 600 g,8.95,14.92,kg
121127,carrefour-es,Gamba fresca cocida pequeña 600 g,9.9,16.5,kg
121128,carrefour-es,Langostinos enteros cocidos ecológicos Pescanova 330 g,6.5,19.7,kg
121129,carrefour-es,Almeja blanca fresca 500 g,5.9,11.8,kg
121130,carrefour-es,Langostino cocido (60/80 ud) 1 kg aprox  ,8.9,8.9,kg
121131,carrefour-es,Coquina/tellina vacio 250 g,3.95,15.8,kg
121132,carrefour-es,Buey cocido pieza 600 g aprox,5.9,5.9,ud
121133,carrefour-es,Chirla nacional fresca 500 g,3.9,7.8,kg
121134,carrefour-es,Buey de mar ,7.99,7.99,ud
121135,carrefour-es,Mejillón vivo fresco gourmet ecológico Aguinamar 1 kg,4.3,4.3,kg
121136,carrefour-es,Gamba alistada pelado 300 g,7.9,26.33,kg
121137,carrefour-es,Pata de pulpo cocido 300 g,9.95,33.17,kg
121138,carrefour-es,Anillas de pota argentina Carrefour 450 g.,4.55,10.11,kg
121139,carrefour-es,Rabas enharinadas congeladas 500 g,4.5,9.0,kg
121140,carrefour-es,Sepia limpia 400 g.,4.8,12.0,kg
121141,carrefour-es,Chipirón troceado Carrefour 500 g.,5.15,10.3,kg
121142,carrefour-es,Sepia limipia congelada 480 g,4.05,6.75,kg
121143,carrefour-es,Tinta de sepia congelada 2 ud de 4 g,0.29,0.29,ud
121144,carrefour-es,Calamar limpio 400 g.,4.5,11.25,kg
121145,carrefour-es,Pulpo congelado 1 Kg aprox,10.9,10.9,kg
121146,carrefour-es,Calamar limpio congelado 500 g,6.5,13.0,kg
121147,carrefour-es,Puntilla sin pluma congelada 450 g,3.29,6.58,kg
121148,carrefour-es,Tiras de pota congeladas 500 g,4.5,9.0,kg
121149,carrefour-es,Calamar patagónico congelado 500 g,3.95,7.9,kg
121150,carrefour-es,Anilla de pota argentina congelada 500 g,5.99,13.31,kg
121151,carrefour-es,Rejo potón pacífico cocido en trozos congelados 400 g,4.5,11.25,kg
121152,carrefour-es,Sepia 500 g aprox,4.97,9.95,kg
121153,carrefour-es,Pata de pulpo cocido Pescanova 300 g,9.9,33.0,kg
121154,carrefour-es,Pulpo entero congelado 1 Kg aprox,9.99,9.99,kg
121155,carrefour-es,Sepia bolsa 3/7 400 g.,6.05,15.12,kg
121156,carrefour-es,Sepia limpia congelada Carrefour 350 g,6.5,18.57,kg
121157,carrefour-es,Puntilla cruda congelada Delfín 450 g.,3.95,8.78,kg
121158,carrefour-es,Pulpo cocido troceado Merimar 250 g,8.99,35.96,kg
121159,carrefour-es,Salpicón pulpo 400 g.,3.8,10.56,kg
121160,carrefour-es,Pulpo cocido Merimar 500 g,10.45,29.86,kg
121161,carrefour-es,Filete de Merluza del Cabo Carrefour 600 g.,3.97,6.62,kg
121162,carrefour-es,Corazones de filete de merluza ultracongelados Pescanova 500 g.,5.5,11.0,kg
121163,carrefour-es,Filete de bacalao al punto sal ultracongelado Carrefour 400 g.,4.6,11.5,kg
121164,carrefour-es,Gamba pelada pequeña congelada Pescatrade 400 g,4.95,9.9,kg
121165,carrefour-es,Medallones de filete de merluza Pescanova 400 g.,6.05,15.12,kg
121166,carrefour-es,Filetes de merluza sin piel Pescanova 400 g.,3.85,9.62,kg
121167,carrefour-es,Lomo de salmón congelado Friusa 300 g,7.5,25.0,kg
121168,carrefour-es,Langostino vannamei cocido 30/40 piezas Carrefour 400 g.,4.15,10.38,kg
121169,carrefour-es,Medallones de merluza argentina congelados Carrefour 480 g.,1.65,3.44,kg
121170,carrefour-es,Gamba pelada grande Pescatrade 400 g,6.95,17.38,kg
121171,carrefour-es,Filetes de merluza sin piel ultracongelados Pescanova 800 g.,7.9,9.88,kg
121172,carrefour-es,Lomos de merluza ultracongelados Pescanova 400 g.,5.95,14.88,kg
121173,carrefour-es,Filete de salmón salvaje congelado 400 g.,8.75,21.88,kg
121174,carrefour-es,Gambón argentino Mares del Sur 2 kg.,13.9,6.95,kg
121177,carrefour-es,Filetes de bacalao ultracongelado Pescanova 400 g.,6.0,15.0,kg
121178,carrefour-es,Solomillo de atún congelado Campos 250 g.,4.1,16.4,kg
121179,carrefour-es,Gamba blanca cruda Carrefour 400 g.,5.6,14.0,kg
121181,carrefour-es,Boquerón limpio congelado Delfín 500 g.,4.55,9.1,kg
121182,carrefour-es,Almejas del Pacífico Marnatura 450 g.,2.1,4.67,kg
